scenario,seed,user,slot,area,opportunity,completed
static,1001,2,1,1,0,0
static,1001,2,2,4,0,0
static,1001,2,4,32,0,0
static,1001,2,5,4,0,0
static,1001,2,6,4,0,0
static,1001,2,7,1,0,0
static,1001,2,8,1,0,0
static,1001,2,10,1,0,0
static,1001,2,11,1,0,0
static,1001,2,12,4,0,0
static,1001,2,14,1,0,0
static,1001,2,17,4,0,0
static,1001,2,18,1,0,0
static,1001,2,19,1,0,0
static,1001,2,20,4,0,0
static,1001,2,22,1,0,0
static,1001,2,23,1,1,0
static,1001,2,24,56,1,1
static,1001,2,25,4,0,0
static,1001,2,26,56,1,0
static,1001,2,27,4,0,0
static,1001,2,28,4,0,0
static,1001,2,30,40,0,0
static,1001,2,31,56,1,0
static,1001,2,32,1,0,0
static,1001,2,34,4,0,0
static,1001,2,35,16,0,0
static,1001,2,38,1,0,0
static,1001,2,39,1,0,0
static,1001,2,42,4,0,0
static,1001,2,43,4,0,0
static,1001,2,44,32,0,0
static,1001,2,45,4,0,0
static,1001,2,46,4,0,0
static,1001,2,47,4,0,0
static,1001,3,1,1,0,0
static,1001,3,2,56,0,0
static,1001,3,5,4,0,0
static,1001,3,6,4,0,0
static,1001,3,7,1,0,0
static,1001,3,9,40,0,0
static,1001,3,10,4,0,0
static,1001,3,12,1,0,0
static,1001,3,13,4,0,0
static,1001,3,14,48,1,1
static,1001,3,16,48,1,0
static,1001,3,17,1,0,0
static,1001,3,18,4,0,0
static,1001,3,19,1,0,0
static,1001,3,20,48,1,1
static,1001,3,21,1,0,0
static,1001,3,23,1,0,0
static,1001,3,24,4,0,0
static,1001,3,25,16,0,0
static,1001,3,26,1,0,0
static,1001,3,27,1,0,0
static,1001,3,32,4,0,0
static,1001,3,33,1,0,0
static,1001,3,34,4,0,0
static,1001,3,36,4,1,0
static,1001,3,37,1,0,0
static,1001,3,38,4,0,0
static,1001,3,39,1,0,0
static,1001,3,40,4,1,0
static,1001,3,44,1,0,0
static,1001,3,45,4,0,0
static,1001,3,47,4,0,0
static,1002,0,0,4,0,0
static,1002,0,1,4,0,0
static,1002,0,2,56,1,1
static,1002,0,4,1,0,0
static,1002,0,5,4,0,0
static,1002,0,6,1,0,0
static,1002,0,7,1,0,0
static,1002,0,8,4,0,0
static,1002,0,9,4,0,0
static,1002,0,10,4,0,0
static,1002,0,11,16,0,0
static,1002,0,12,4,0,0
static,1002,0,13,16,0,0
static,1002,0,14,1,0,0
static,1002,0,15,16,0,0
static,1002,0,16,8,1,0
static,1002,0,17,1,0,0
static,1002,0,18,4,0,0
static,1002,0,19,1,0,0
static,1002,0,20,4,0,0
static,1002,0,21,4,0,0
static,1002,0,22,4,0,0
static,1002,0,23,64,0,0
static,1002,0,24,4,0,0
static,1002,0,26,4,0,0
static,1002,0,27,4,0,0
static,1002,0,28,4,0,0
static,1002,0,29,8,0,0
static,1002,0,30,32,1,1
static,1002,0,31,56,1,1
static,1002,0,32,1,0,0
static,1002,0,34,4,0,0
static,1002,0,35,1,0,0
static,1002,0,38,4,0,0
static,1002,0,39,4,0,0
static,1002,0,40,8,1,0
static,1002,0,41,1,0,0
static,1002,0,42,16,0,0
static,1002,0,43,16,0,0
static,1002,0,44,36,0,0
static,1002,0,45,1,0,0
static,1002,0,46,1,0,0
static,1002,0,47,4,0,0
static,1002,1,1,1,0,0
static,1002,1,2,4,1,0
static,1002,1,3,1,0,0
static,1002,1,5,8,0,0
static,1002,1,6,4,0,0
static,1002,1,7,4,0,0
static,1002,1,8,56,1,1
static,1002,1,9,8,0,0
static,1002,1,10,1,0,0
static,1002,1,13,1,0,0
static,1002,1,14,4,0,0
static,1002,1,15,1,0,0
static,1002,1,17,4,1,0
static,1002,1,18,32,0,0
static,1002,1,19,1,0,0
static,1002,1,20,4,1,0
static,1002,1,21,4,0,0
static,1002,1,23,56,1,1
static,1002,1,24,48,1,0
static,1002,1,25,1,0,0
static,1002,1,27,4,0,0
static,1002,1,28,4,0,0
static,1002,1,30,1,0,0
static,1002,1,31,1,0,0
static,1002,1,33,16,0,0
static,1002,1,34,1,0,0
static,1002,1,35,1,0,0
static,1002,1,36,1,0,0
static,1002,1,37,4,0,0
static,1002,1,38,1,0,0
static,1002,1,39,1,0,0
static,1002,1,40,4,0,0
static,1002,1,41,1,0,0
static,1002,1,44,1,0,0
static,1002,1,45,1,0,0
static,1002,2,2,1,0,0
static,1002,2,4,1,0,0
static,1002,2,6,1,0,0
static,1002,2,7,1,0,0
static,1002,2,8,4,0,0
static,1002,2,9,1,0,0
static,1002,2,10,4,0,0
static,1002,2,11,4,0,0
static,1002,2,13,1,0,0
static,1002,2,14,1,0,0
static,1002,2,15,16,0,0
static,1002,2,16,16,0,0
static,1002,2,17,1,0,0
static,1002,2,18,4,0,0
static,1002,2,19,4,0,0
static,1002,2,20,4,1,0
static,1002,2,21,4,0,0
static,1002,2,23,16,0,0
static,1002,2,24,1,1,0
static,1002,2,27,1,0,0
static,1002,2,28,1,0,0
static,1002,2,29,1,0,0
static,1002,2,30,4,0,0
static,1002,2,31,4,0,0
static,1002,2,32,1,0,0
static,1002,2,33,4,0,0
static,1002,2,34,48,1,0
static,1002,2,36,32,0,0
static,1002,2,37,16,0,0
static,1002,2,38,4,0,0
static,1002,2,39,4,0,0
static,1002,2,40,1,0,0
static,1002,2,41,1,0,0
static,1002,2,42,1,0,0
static,1002,2,43,4,0,0
static,1002,2,44,1,0,0
static,1002,2,45,1,0,0
static,1002,2,46,4,0,0
static,1002,2,47,1,0,0
static,1002,3,0,40,1,1
static,1002,3,2,1,0,0
static,1002,3,3,1,0,0
static,1002,3,5,32,1,0
static,1002,3,7,1,0,0
static,1002,3,8,1,0,0
static,1002,3,10,40,1,1
static,1002,3,11,1,0,0
static,1002,3,12,1,0,0
static,1002,3,13,4,0,0
static,1002,3,14,16,0,0
static,1002,3,15,1,0,0
static,1002,3,16,1,1,0
static,1002,3,18,1,0,0
static,1002,3,21,1,0,0
static,1002,3,24,1,0,0
static,1002,3,25,1,0,0
static,1002,3,27,1,0,0
static,1002,3,29,1,0,0
static,1002,3,30,1,0,0
static,1002,3,32,24,1,0
static,1002,3,33,32,0,0
static,1002,3,34,24,0,0
static,1002,3,35,1,0,0
static,1002,3,37,1,0,0
static,1002,3,38,4,1,0
static,1002,3,39,1,0,0
static,1002,3,40,24,0,0
static,1002,3,41,4,0,0
static,1002,3,42,1,0,0
static,1002,3,43,40,0,0
static,1002,3,44,1,0,0
static,1002,3,45,4,0,0
static,1002,3,46,4,0,0
static,1002,3,47,1,0,0
static,1003,0,0,1,0,0
static,1003,0,2,1,0,0
static,1003,0,3,4,0,0
static,1003,0,5,1,0,0
static,1003,0,6,56,0,0
static,1003,0,7,4,0,0
static,1003,0,8,1,0,0
static,1003,0,9,4,0,0
static,1003,0,10,4,0,0
static,1003,0,11,1,0,0
static,1003,0,12,16,0,0
static,1003,0,13,1,0,0
static,1003,0,14,24,0,0
static,1003,0,15,4,0,0
static,1003,0,17,24,0,0
static,1003,0,18,1,0,0
static,1003,0,19,4,0,0
static,1003,0,22,4,0,0
static,1003,0,23,16,0,0
static,1003,0,26,16,1,0
static,1003,0,27,1,0,0
static,1003,0,28,48,1,1
static,1003,0,30,4,0,0
static,1003,0,31,56,1,1
static,1003,0,33,1,0,0
static,1003,0,34,40,1,0
static,1003,0,35,48,0,0
static,1003,0,36,1,0,0
static,1003,0,37,32,1,0
static,1003,0,38,1,0,0
static,1003,0,39,4,0,0
static,1003,0,40,56,0,0
static,1003,0,41,1,0,0
static,1003,0,42,1,0,0
static,1003,0,43,4,0,0
static,1003,0,44,1,0,0
static,1003,0,45,4,0,0
static,1003,0,46,4,0,0
static,1003,1,0,1,0,0
static,1003,1,1,1,0,0
static,1003,1,2,4,0,0
static,1003,1,4,1,0,0
static,1003,1,7,16,0,0
static,1003,1,8,16,0,0
static,1003,1,9,16,1,1
static,1003,1,10,4,0,0
static,1003,1,12,4,0,0
static,1003,1,14,4,0,0
static,1003,1,16,1,0,0
static,1003,1,18,24,1,1
static,1003,1,19,4,0,0
static,1003,1,22,1,0,0
static,1003,1,23,16,0,0
static,1003,1,24,4,0,0
static,1003,1,27,1,0,0
static,1003,1,29,1,0,0
static,1003,1,30,4,0,0
static,1003,1,31,32,1,1
static,1003,1,32,4,0,0
static,1003,1,33,16,0,0
static,1003,1,34,1,0,0
static,1003,1,35,1,0,0
static,1003,1,36,40,0,0
static,1003,1,37,1,0,0
static,1003,1,38,16,1,0
static,1003,1,40,8,0,0
static,1003,1,41,4,0,0
static,1003,1,42,1,0,0
static,1003,1,43,1,0,0
static,1003,1,44,56,1,1
static,1003,1,45,1,0,0
static,1003,1,46,4,0,0
static,1003,1,47,1,0,0
static,1003,2,0,8,0,0
static,1003,2,1,1,0,0
static,1003,2,3,4,0,0
static,1003,2,4,48,0,0
static,1003,2,5,1,0,0
static,1003,2,6,4,0,0
static,1003,2,7,4,0,0
static,1003,2,8,1,0,0
static,1003,2,9,16,0,0
static,1003,2,10,16,0,0
static,1003,2,12,1,0,0
static,1003,2,13,24,0,0
static,1003,2,15,1,0,0
static,1003,2,17,1,0,0
static,1003,2,18,1,0,0
static,1003,2,19,40,0,0
static,1003,2,20,24,0,0
static,1003,2,21,56,0,0
static,1003,2,22,1,0,0
static,1003,2,23,1,0,0
static,1003,2,25,1,0,0
static,1003,2,26,4,0,0
static,1003,2,27,1,0,0
static,1003,2,28,1,0,0
static,1003,2,29,1,0,0
static,1003,2,30,1,0,0
static,1003,2,31,1,0,0
static,1003,2,32,1,0,0
static,1003,2,36,16,1,0
static,1003,2,37,4,0,0
static,1003,2,38,8,0,0
static,1003,2,39,1,0,0
static,1003,2,40,32,1,1
static,1003,2,41,32,0,0
static,1003,2,42,1,0,0
static,1003,2,43,16,0,0
static,1003,2,44,4,0,0
static,1003,2,45,32,1,0
static,1003,2,46,4,0,0
static,1003,2,47,1,0,0
static,1003,3,0,4,0,0
static,1003,3,1,1,0,0
static,1003,3,3,4,0,0
static,1003,3,4,1,0,0
static,1003,3,5,1,0,0
static,1003,3,6,1,0,0
static,1003,3,7,36,0,0
static,1003,3,8,16,0,0
static,1003,3,9,16,0,0
static,1003,3,10,16,0,0
static,1003,3,11,1,0,0
static,1003,3,12,1,0,0
static,1003,3,13,4,0,0
static,1003,3,14,1,0,0
static,1003,3,16,1,0,0
static,1003,3,17,4,0,0
static,1003,3,18,1,0,0
static,1003,3,19,4,0,0
static,1003,3,20,16,0,0
static,1003,3,21,1,0,0
static,1003,3,23,1,0,0
static,1003,3,24,4,0,0
static,1003,3,27,4,0,0
static,1003,3,28,1,0,0
static,1003,3,29,4,0,0
static,1003,3,31,32,1,1
static,1003,3,32,1,0,0
static,1003,3,33,1,0,0
static,1003,3,34,4,0,0
static,1003,3,35,4,0,0
static,1003,3,36,1,0,0
static,1003,3,37,1,0,0
static,1003,3,38,64,1,1
static,1003,3,40,4,0,0
static,1003,3,41,1,0,0
static,1003,3,42,1,0,0
static,1003,3,43,1,0,0
static,1003,3,44,16,0,0
static,1003,3,45,4,0,0
static,1003,3,47,4,0,0
static,1004,0,0,4,0,0
static,1004,0,1,1,0,0
static,1004,0,2,1,0,0
static,1004,0,3,1,0,0
static,1004,0,4,36,1,1
static,1004,0,5,32,1,1
static,1004,0,6,4,0,0
static,1004,0,7,1,0,0
static,1004,0,10,4,0,0
static,1004,0,11,4,0,0
static,1004,0,12,1,0,0
static,1004,0,13,4,0,0
static,1004,0,14,4,0,0
static,1004,0,15,1,0,0
static,1004,0,16,1,0,0
static,1004,0,17,16,0,0
static,1004,0,18,1,0,0
static,1004,0,19,24,0,0
static,1004,0,20,16,0,0
static,1004,0,23,8,0,0
static,1004,0,24,16,0,0
static,1004,0,25,4,0,0
static,1004,0,26,4,0,0
static,1004,0,27,1,0,0
static,1004,0,29,56,1,1
static,1004,0,30,48,1,0
static,1004,0,31,1,0,0
static,1004,0,33,4,0,0
static,1004,0,35,1,0,0
static,1004,0,36,40,1,0
static,1004,0,37,4,0,0
static,1004,0,39,1,0,0
static,1004,0,40,4,0,0
static,1004,0,42,1,0,0
static,1004,0,43,1,0,0
static,1004,0,44,1,0,0
static,1004,0,45,1,0,0
static,1004,0,46,4,0,0
static,1004,0,47,16,1,0
static,1004,1,0,4,0,0
static,1004,1,1,16,0,0
static,1004,1,2,16,0,0
static,1004,1,3,32,0,0
static,1004,1,5,1,0,0
static,1004,1,7,16,0,0
static,1004,1,8,32,1,0
static,1004,1,9,40,0,0
static,1004,1,10,4,0,0
static,1004,1,13,48,1,1
static,1004,1,14,1,0,0
static,1004,1,15,1,0,0
static,1004,1,17,1,0,0
static,1004,1,18,4,0,0
static,1004,1,19,32,0,0
static,1004,1,23,1,0,0
static,1004,1,26,4,0,0
static,1004,1,27,4,0,0
static,1004,1,28,1,0,0
static,1004,1,29,1,0,0
static,1004,1,30,16,1,0
static,1004,1,31,1,0,0
static,1004,1,32,1,0,0
static,1004,1,33,1,0,0
static,1004,1,34,4,0,0
static,1004,1,35,4,0,0
static,1004,1,36,1,0,0
static,1004,1,38,1,0,0
static,1004,1,39,8,0,0
static,1004,1,40,1,0,0
static,1004,1,41,4,0,0
static,1004,1,42,1,0,0
static,1004,1,43,32,0,0
static,1004,1,44,36,0,0
static,1004,1,46,4,0,0
static,1004,1,47,48,0,0
static,1004,2,0,48,1,1
static,1004,2,1,4,1,0
static,1004,2,2,4,0,0
static,1004,2,3,4,0,0
static,1004,2,4,16,0,0
static,1004,2,5,4,0,0
static,1004,2,6,4,0,0
static,1004,2,8,1,0,0
static,1004,2,9,1,0,0
static,1004,2,10,1,0,0
static,1004,2,11,40,0,0
static,1004,2,12,4,0,0
static,1004,2,13,1,0,0
static,1004,2,14,32,1,1
static,1004,2,15,32,0,0
static,1004,2,16,16,1,0
static,1004,2,18,4,0,0
static,1004,2,19,4,0,0
static,1004,2,21,36,1,0
static,1004,2,23,4,0,0
static,1004,2,25,8,0,0
static,1004,2,26,48,1,0
static,1004,2,27,1,0,0
static,1004,2,28,4,1,0
static,1004,2,30,1,0,0
static,1004,2,32,48,1,1
static,1004,2,34,56,1,1
static,1004,2,35,1,0,0
static,1004,2,37,64,0,0
static,1004,2,38,4,0,0
static,1004,2,39,16,0,0
static,1004,2,40,1,0,0
static,1004,2,43,16,0,0
static,1004,2,46,1,0,0
static,1004,3,0,4,0,0
static,1004,3,1,1,0,0
static,1004,3,2,1,0,0
static,1004,3,4,4,0,0
static,1004,3,6,4,0,0
static,1004,3,7,16,0,0
static,1004,3,9,1,0,0
static,1004,3,11,1,0,0
static,1004,3,12,1,0,0
static,1004,3,14,1,0,0
static,1004,3,15,4,0,0
static,1004,3,17,1,0,0
static,1004,3,19,1,0,0
static,1004,3,20,4,0,0
static,1004,3,21,16,0,0
static,1004,3,22,1,0,0
static,1004,3,23,1,0,0
static,1004,3,24,1,0,0
static,1004,3,25,1,0,0
static,1004,3,26,4,0,0
static,1004,3,27,56,0,0
static,1004,3,28,16,0,0
static,1004,3,29,8,0,0
static,1004,3,30,16,1,1
static,1004,3,33,8,0,0
static,1004,3,34,1,0,0
static,1004,3,36,4,0,0
static,1004,3,37,1,0,0
static,1004,3,42,1,0,0
static,1004,3,43,4,0,0
static,1004,3,44,4,0,0
static,1004,3,45,1,0,0
static,1004,3,46,16,0,0
static,1005,0,0,4,0,0
static,1005,0,1,4,0,0
static,1005,0,3,4,0,0
static,1005,0,4,16,0,0
static,1005,0,5,4,0,0
static,1005,0,6,1,0,0
static,1005,0,8,1,0,0
static,1005,0,9,1,0,0
static,1005,0,13,4,0,0
static,1005,0,14,8,0,0
static,1005,0,15,4,0,0
static,1005,0,16,56,1,1
static,1005,0,17,48,1,1
static,1005,0,18,32,0,0
static,1005,0,19,1,0,0
static,1005,0,20,1,0,0
static,1005,0,21,8,1,0
static,1005,0,22,1,0,0
static,1005,0,23,4,0,0
static,1005,0,24,4,0,0
static,1005,0,25,4,0,0
static,1005,0,26,4,0,0
static,1005,0,27,16,0,0
static,1005,0,28,8,1,0
static,1005,0,31,1,0,0
static,1005,0,34,4,0,0
static,1005,0,37,1,0,0
static,1005,0,38,1,0,0
static,1005,0,39,1,0,0
static,1005,0,40,1,0,0
static,1005,0,42,4,0,0
static,1005,0,43,64,0,0
static,1005,0,45,24,0,0
static,1005,1,0,1,0,0
static,1005,1,1,4,0,0
static,1005,1,2,56,1,1
static,1005,1,3,1,0,0
static,1005,1,4,4,0,0
static,1005,1,5,4,0,0
static,1005,1,6,4,0,0
static,1005,1,8,16,0,0
static,1005,1,9,1,0,0
static,1005,1,10,4,0,0
static,1005,1,12,1,0,0
static,1005,1,13,1,0,0
static,1005,1,14,16,0,0
static,1005,1,16,1,0,0
static,1005,1,17,1,0,0
static,1005,1,21,16,0,0
static,1005,1,22,64,1,1
static,1005,1,23,4,0,0
static,1005,1,24,16,0,0
static,1005,1,25,24,0,0
static,1005,1,27,1,0,0
static,1005,1,28,1,0,0
static,1005,1,30,16,0,0
static,1005,1,31,4,0,0
static,1005,1,32,48,0,0
static,1005,1,33,1,0,0
static,1005,1,34,24,0,0
static,1005,1,35,56,1,0
static,1005,1,36,4,0,0
static,1005,1,37,1,0,0
static,1005,1,38,4,0,0
static,1005,1,39,1,0,0
static,1005,1,40,1,0,0
static,1005,1,43,4,0,0
static,1005,1,45,4,0,0
static,1005,1,46,4,0,0
static,1005,1,47,24,1,0
static,1005,2,1,56,1,1
static,1005,2,2,4,1,0
static,1005,2,5,16,0,0
static,1005,2,6,24,0,0
static,1005,2,7,1,0,0
static,1005,2,9,8,0,0
static,1005,2,10,24,0,0
static,1005,2,11,1,0,0
static,1005,2,12,4,0,0
static,1005,2,13,1,0,0
static,1005,2,14,16,0,0
static,1005,2,16,1,0,0
static,1005,2,17,48,1,1
static,1005,2,19,1,0,0
static,1005,2,21,4,0,0
static,1005,2,23,4,0,0
static,1005,2,25,1,0,0
static,1005,2,27,1,0,0
static,1005,2,28,1,0,0
static,1005,2,29,4,1,0
static,1005,2,30,8,0,0
static,1005,2,31,4,0,0
static,1005,2,32,8,0,0
static,1005,2,33,1,0,0
static,1005,2,34,1,0,0
static,1005,2,36,32,0,0
static,1005,2,37,1,0,0
static,1005,2,38,1,0,0
static,1005,2,39,8,0,0
static,1005,2,40,1,0,0
static,1005,2,41,1,0,0
static,1005,2,42,1,0,0
static,1005,2,43,4,0,0
static,1005,2,44,1,0,0
static,1005,2,45,4,1,0
static,1005,2,46,1,0,0
static,1005,3,0,4,0,0
static,1005,3,1,4,0,0
static,1005,3,2,4,0,0
static,1005,3,3,4,0,0
static,1005,3,4,1,0,0
static,1005,3,5,4,0,0
static,1005,3,6,8,0,0
static,1005,3,7,1,0,0
static,1005,3,8,1,0,0
static,1005,3,9,1,0,0
static,1005,3,10,4,0,0
static,1005,3,11,16,0,0
static,1005,3,13,1,0,0
static,1005,3,14,1,0,0
static,1005,3,16,64,1,1
static,1005,3,18,56,1,1
static,1005,3,20,4,0,0
static,1005,3,21,1,0,0
static,1005,3,22,4,0,0
static,1005,3,24,1,0,0
static,1005,3,26,1,0,0
static,1005,3,27,4,0,0
static,1005,3,29,1,0,0
static,1005,3,30,4,0,0
static,1005,3,32,4,0,0
static,1005,3,33,1,0,0
static,1005,3,34,16,0,0
static,1005,3,35,4,0,0
static,1005,3,36,1,0,0
static,1005,3,37,8,1,0
static,1005,3,38,48,1,0
static,1005,3,39,1,0,0
static,1005,3,40,4,0,0
static,1005,3,41,1,0,0
static,1005,3,42,1,0,0
static,1005,3,44,1,0,0
static,1005,3,45,4,0,0
static,1005,3,46,4,0,0
static,1005,3,47,4,0,0
static,1006,0,1,1,0,0
static,1006,0,2,4,0,0
static,1006,0,4,4,0,0
static,1006,0,6,4,0,0
static,1006,0,7,1,0,0
static,1006,0,8,4,0,0
static,1006,0,10,32,1,1
static,1006,0,11,4,0,0
static,1006,0,13,40,0,0
static,1006,0,15,1,0,0
static,1006,0,17,1,0,0
static,1006,0,20,1,0,0
static,1006,0,22,1,0,0
static,1006,0,23,24,1,1
static,1006,0,25,8,0,0
static,1006,0,26,1,0,0
static,1006,0,27,32,1,0
static,1006,0,28,16,1,0
static,1006,0,31,4,0,0
static,1006,0,32,4,0,0
static,1006,0,34,1,1,0
static,1006,0,35,1,0,0
static,1006,0,37,1,0,0
static,1006,0,39,4,0,0
static,1006,0,40,1,0,0
static,1006,0,41,4,0,0
static,1006,0,42,1,0,0
static,1006,0,43,4,0,0
static,1006,0,44,16,1,1
static,1006,0,45,4,0,0
static,1006,0,46,1,0,0
static,1006,1,0,1,0,0
static,1006,1,1,1,0,0
static,1006,1,3,1,0,0
static,1006,1,4,1,0,0
static,1006,1,5,1,0,0
static,1006,1,6,4,0,0
static,1006,1,8,4,0,0
static,1006,1,9,4,0,0
static,1006,1,10,32,0,0
static,1006,1,11,16,0,0
static,1006,1,13,4,0,0
static,1006,1,14,4,0,0
static,1006,1,15,1,0,0
static,1006,1,16,1,0,0
static,1006,1,17,4,0,0
static,1006,1,18,4,0,0
static,1006,1,19,40,0,0
static,1006,1,23,1,0,0
static,1006,1,25,1,0,0
static,1006,1,26,4,0,0
static,1006,1,27,24,0,0
static,1006,1,28,16,0,0
static,1006,1,29,1,0,0
static,1006,1,30,16,0,0
static,1006,1,33,56,1,0
static,1006,1,34,1,0,0
static,1006,1,35,4,0,0
static,1006,1,36,40,0,0
static,1006,1,37,16,0,0
